업종,업종코드,공장규모,용도지역,생산품,대기오염,수질오염,소음/진동여부,생활용수(톤/일),산업용수(톤/일),lon,lat
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,전자부품,해당없음,해당없음,무,0,0,126.960062,37.371876
"일반저울 제조업,기타 무선 통신장비 제조업",2919126429,소기업,도시지역,"전자저울, 무선호출기",해당없음,해당없음,무,0,0,126.96757,37.401515
스크린 인쇄업,18112,소기업,도시지역,라벨인쇄품,해당없음,해당없음,유,0,0,126.950245,37.368212
변압기 제조업,28112,소기업,도시지역,링 트랜스,해당없음,해당없음,무,0,0,126.898404,37.404468
포장용 플라스틱 성형용기 제조업,22232,소기업,도시지역,플라스틱포장용기,해당없음,해당없음,무,0,0,126.961615,37.37225
유선 통신장비 제조업,26410,소기업,도시지역,교환기용전송시험장치,해당없음,해당없음,무,0,0,126.956205,37.402505
기타 가정용 전기기기 제조업,28519,소기업,도시지역,전기안마기,해당없음,해당없음,무,0,0,126.971023,37.397616
주형 및 금형 제조업,29294,소기업,도시지역,금형,해당없음,해당없음,무,0,0,126.937472,37.385389
"자동차용 금속 압형제품 제조업,그 외 금속 압형제품 제조업,간판 및 광고물 제조업",2.59E+14,소기업,도시지역,간판 외,해당없음,해당없음,무,0,0,126.937893,37.384303
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,자동제어반,해당없음,해당없음,무,0,0,126.908809,37.390291
"방송장비 제조업,일반철물 제조업,유선 통신장비 제조업,비디오 및 기타 영상기기 제조업,기타 음향기기 제조업,에너지 저장장치 제조업,기타 전기 변환장치 제조업,전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업,배전반 및 전기 자동제어반 제조업",2.64E+49,소기업,도시지역,PA앰프 외,해당없음,해당없음,무,0,0,126.936942,37.383673
"기타 전기 변환장치 제조업,에너지 저장장치 제조업",2811928114,소기업,도시지역,전원공급장치,해당없음,해당없음,무,0,0,126.936801,37.384095
"전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2812128122,소기업,도시지역,수위센서 외,해당없음,해당없음,무,0,0,126.935711,37.38932
"구조용 금속 판제품 및 공작물 제조업,기타 조명장치 제조업",2511228429,소기업,도시지역,레이저금속가공품,해당없음,해당없음,무,0,0,126.937961,37.390746
방송장비 제조업,26421,소기업,도시지역,통신중계기부품,해당없음,해당없음,무,0,0,126.936801,37.384095
"기타 인쇄업,오프셋 인쇄업",1811918113,소기업,도시지역,인쇄,해당없음,해당없음,무,0,0,126.930353,37.38728
"일반용 전기 조명장치 제조업,육상 금속 골조 구조재 제조업,수상 금속 골조 구조재 제조업,유선 통신장비 제조업,전구 및 램프 제조업,전시 및 광고용 조명장치 제조업",2.84E+29,소기업,도시지역,등기구 외,해당없음,해당없음,무,0,0,126.936041,37.389963
빵류 제조업,10712,소기업,도시지역,케익,해당없음,해당없음,무,0,0,126.922901,37.399053
"그 외 기타 특수목적용 기계 제조업,산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업",2929929261,소기업,도시지역,코팅머신,해당없음,해당없음,무,0,0,126.937002,37.389079
기타 무선 통신장비 제조업,26429,소기업,도시지역,"광중계기 모듈, 점프코드",해당없음,해당없음,무,0,0,126.938553,37.391166
"근무복, 작업복 및 유사의복 제조업,남자용 겉옷 제조업,여자용 겉옷 제조업,셔츠 및 블라우스 제조업,그 외 기타 봉제의복 제조업",1.42E+24,소기업,도시지역,"학생복, 근무복",해당없음,해당없음,무,0,0,126.927683,37.39797
"그 외 기타 플라스틱 제품 제조업,스크린 인쇄업,기타 인쇄업,화장품 제조업",2.23E+19,중기업,도시지역,"기타 플라스틱제품,인조손톱,젤네일",해당없음,해당없음,무,,,126.939415,37.388488
구두류 제조업,15211,소기업,도시지역,남성화,해당없음,해당없음,무,,,126.916511,37.413015
"안경 및 안경렌즈 제조업,광학렌즈 및 광학요소 제조업",2719327301,소기업,도시지역,"광학필름, 홀로그램인쇄",해당없음,해당없음,무,,,126.932764,37.384482
일반철물 제조업,25932,소기업,도시지역,컨테이너씰,해당없음,해당없음,무,,,126.935507,37.388579
기타 가정용 전기기기 제조업,28519,소기업,도시지역,"온수매트, 브러쉬 청소기",해당없음,해당없음,무,,,126.936041,37.389963
주형 및 금형 제조업,29294,소기업,도시지역,금형,해당없음,해당없음,무,,,126.937451,37.388444
항공기용 엔진 제조업,31321,소기업,도시지역,휠카바,해당없음,해당없음,무,,,126.936041,37.389963
그 외 기타 봉제의복 제조업,14199,소기업,도시지역,"방수복, 잠수복",해당없음,해당없음,무,,,126.939148,37.385801
안경 및 안경렌즈 제조업,27193,소기업,도시지역,안경태,해당없음,해당없음,무,,,126.936041,37.389963
"산업용 오븐, 노 및 노용 버너 제조업,산업용 냉장 및 냉동 장비 제조업",2915029171,소기업,도시지역,"동결건조기,열풍건조기,항온항습기",해당없음,해당없음,무,,,126.936041,37.389963
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,인쇄회로기판 실장,해당없음,해당없음,무,,,126.890416,37.418395
주형 및 금형 제조업,29294,소기업,도시지역,사출금형제작,해당없음,해당없음,무,,,126.936296,37.386298
"기타 인쇄업,오프셋 인쇄업",1811918113,소기업,도시지역,서적 및 기타 인쇄물,해당없음,해당없음,무,,,126.934155,37.390748
그 외 기타 플라스틱 제품 제조업,22299,소기업,도시지역,"POL커팅, 합지, 곡성형",해당없음,해당없음,무,,,126.936041,37.389963
육류 포장육 및 냉동육 가공업 (가금류 제외),10122,중기업,도시지역,포장육(돈육),해당없음,2종,무,,,126.886681,37.404394
그 외 기타 의료용 기기 제조업,27199,소기업,도시지역,"주사기, 질세정기 등",해당없음,해당없음,무,,,126.934513,37.384561
"금속 문, 창, 셔터 및 관련제품 제조업",25111,소기업,도시지역,방화유리문,해당없음,해당없음,무,,,126.892005,37.420203
주방용 및 음식점용 목재가구 제조업,32021,소기업,도시지역,"주방가구, 붙박이장",해당없음,해당없음,무,,,126.937472,37.385389
"기타 인쇄업,오프셋 인쇄업",1811918113,소기업,도시지역,"스티커,라벨,바코드",해당없음,해당없음,무,0,0,126.950668,37.371919
"기타 인쇄업,오프셋 인쇄업",1811918113,소기업,도시지역,인쇄,해당없음,해당없음,무,0,0,126.972984,37.391272
그 외 기타 플라스틱 제품 제조업,22299,소기업,도시지역,컵디스펜서,해당없음,해당없음,무,0,0,126.972984,37.391272
"그 외 기타 일반목적용 기계 제조업,증류기, 열교환기 및 가스발생기 제조업",2919929176,소기업,도시지역,분체정전도장기,해당없음,해당없음,무,0,0,126.942553,37.389391
주방용 및 음식점용 목재가구 제조업,32021,소기업,도시지역,"씽크대,주방용가구 등",해당없음,해당없음,무,0,0,126.946455,37.388173
"축전지 제조업,전시 및 광고용 조명장치 제조업",2820228423,소기업,도시지역,"배터리팩,LED조명기기",해당없음,해당없음,무,0,0,126.950668,37.371919
"비디오 및 기타 영상기기 제조업,라디오, 녹음 및 재생 기기 제조업",2651926521,소기업,도시지역,"DVD재생기,청지각훈련기",해당없음,해당없음,무,0,0,126.966774,37.401886
"컴퓨터 제조업,기타 주변기기 제조업",2631026329,소기업,도시지역,컴퓨터 및 주변기기,해당없음,해당없음,무,0,0,126.963084,37.373795
"방송장비 제조업,유선 통신장비 제조업",2642126410,소기업,도시지역,차량용카메라,해당없음,해당없음,무,0,0,126.950668,37.371919
"경 인쇄업,오프셋 인쇄업,기타 인쇄업",1.81E+14,소기업,도시지역,인쇄물,해당없음,해당없음,무,0,0,126.948243,37.370951
산업처리공정 제어장비 제조업,27216,소기업,도시지역,유체자동화기기,해당없음,해당없음,무,0,0,126.972984,37.391272
기기용 자동측정 및 제어장치 제조업,27215,소기업,도시지역,트렌스미터스 외,해당없음,해당없음,무,0,0,126.950668,37.371919
"공기 조화장치 제조업,산업용 송풍기 및 배기장치 제조업,기체 여과기 제조업",2.92E+14,소기업,도시지역,"공기순환용팬,공기살균장치",해당없음,해당없음,무,0,0,126.948187,37.370104
"전자 응용 절삭기계 제조업,전자기 측정, 시험 및 분석기구 제조업,물질 검사, 측정 및 분석기구 제조업,속도계 및 적산계기 제조업,기기용 자동측정 및 제어장치 제조업,산업처리공정 제어장비 제조업,전동기 및 발전기 제조업,기타 전기 변환장치 제조업,배전반 및 전기 자동제어반 제조업",2.92E+44,소기업,도시지역,"수위계,유량계,계측기 등",해당없음,해당없음,무,0,0,126.97244,37.39306
"전자부품 실장기판 제조업,전자감지장치 제조업,그 외 기타 전자부품 제조업",2.62E+14,소기업,도시지역,"PCB(설계,조립)",해당없음,해당없음,무,,,126.948914,37.369777
전시 및 광고용 조명장치 제조업,28423,소기업,도시지역,LED 응용제품,해당없음,해당없음,무,,,126.948986,37.370273
그 외 기타 금속가공업,25929,소기업,도시지역,금속표면가공품,해당없음,해당없음,무,,,126.970959,37.398183
"기기용 자동측정 및 제어장치 제조업,무기 및 총포탄 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업,에너지 저장장치 제조업,기타 전기 변환장치 제조업,전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업,전기경보 및 신호장치 제조업",2.72E+44,중기업,도시지역,임베디드시스템,해당없음,해당없음,무,,,126.96757,37.401515
"컴퓨터 프린터 제조업,기타 주변기기 제조업",2632326329,소기업,도시지역,감열프린터,해당없음,해당없음,무,,,126.972434,37.396817
"물질 검사, 측정 및 분석기구 제조업,기기용 자동측정 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업",2.72E+14,소기업,도시지역,환경계측기 및 부품,해당없음,해당없음,무,,,126.969938,37.396841
전자부품 실장기판 제조업,26224,소기업,도시지역,자동제어보드,해당없음,해당없음,무,,,126.970959,37.398183
방송장비 제조업,26421,소기업,도시지역,"무선기기,휴대폰주변기기",해당없음,해당없음,무,,,126.966774,37.401886
"전자기 측정, 시험 및 분석기구 제조업",27212,소기업,도시지역,전자기 측정장치,해당없음,해당없음,무,,,126.974757,37.397099
빵류 제조업,10712,소기업,도시지역,"케이크, 빵류",해당없음,해당없음,무,,,126.973322,37.393861
"플라스틱 접착처리 제품 제조업,플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",2229122292,소기업,도시지역,산업용테이프,해당없음,해당없음,무,,,126.943426,37.389137
가방 및 기타 보호용 케이스 제조업,15129,소기업,도시지역,"알루미늄가방, 서브렉",해당없음,해당없음,무,,,126.974757,37.397099
간판 및 광고물 제조업,33910,소기업,도시지역,"사진, 와이드칼라",해당없음,해당없음,무,,,126.969176,37.401375
사무용 기계 및 장비 제조업,29180,소기업,도시지역,"스크린, 문서세단기 등",해당없음,해당없음,무,,,126.953098,37.370066
"반도체 제조용 기계 제조업,전자기 측정, 시험 및 분석기구 제조업",2927127212,소기업,도시지역,반도체 제조장비,해당없음,해당없음,무,,,126.953098,37.370066
빵류 제조업,10712,소기업,도시지역,케이크,해당없음,해당없음,무,,,126.960491,37.373529
반도체 제조용 기계 제조업,29271,소기업,도시지역,경화기 외,해당없음,해당없음,무,,,126.950317,37.368708
"기타 전기 변환장치 제조업,에너지 저장장치 제조업",2811928114,소기업,도시지역,납축전지 수명연장 장치,해당없음,해당없음,무,,,126.95767,37.369278
기타 무선 통신장비 제조업,26429,소기업,도시지역,이동통신 중계기,해당없음,해당없음,무,,,126.968309,37.399485
간판 및 광고물 제조업,33910,소기업,도시지역,"간판, 광고물",해당없음,해당없음,무,,,126.969136,37.398483
